流水號,序號,期別,補筆路,
3767,17795,106A,1,
3768,17857,106A,1,
3769,17839,106A,1,
3770,17799,106A,1,
3772,11310,106A,2,
3773,17793,106A,2,
3774,17797,106A,2,
3775,17812,106A,2,
3776,17782,106A,2,
3777,17780,106A,2,
3778,17794,106A,1,
3779,17829,106B,1,
3780,17767,106B,1,
3781,17483,106B,1,
3782,17345,106B,1,
3783,17906,106B,2,
3784,17920,106B,2,
3785,17895,106B,2,
3786,17796,106B,2,
3787,17788,106B,1,
3788,17754,106B,1,
3789,17970,107A,1,
3790,17978,107A,1,
3791,17911,107A,1,
3792,17961,107A,1,
3793,17967,107A,1,
3794,17943,107A,1,
3795,16400,107A,2,
3796,17914,107A,2,
3797,17942,107A,2,
3798,17971,107A,2,
3799,17829,107A,2,
3800,17953,107A,2,
3801,17960,107A,2,
3802,17944,107A,2,
3803,18005,107A,2,
3804,17952,107A,2,
3805,18003,107A,2,
3806,17754,107A,2,
3807,17951,107A,2,
3808,17767,107A,1,
3809,17940,107A,1,
3810,18012,107A,1,
3811,18045,107A,2,
3832,17978,107B,1,
3833,14939,107B,1,
3834,17980,107B,1,
3835,17851,107B,1,
3836,18071,107B,1,
3837,18093,107B,1,
3838,17967,107B,1,
3839,18047,107B,1,
3840,18096,107B,1,
3841,18019,107B,1,
3843,18048,107B,2,
3844,17998,107B,2,
3845,18039,107B,2,
3846,18085,107B,2,
3847,9340,107B,2,
3848,17943,107B,2,
3849,16400,107B,2,
3850,18003,107B,2,
3851,18012,107B,2,
3852,17539,107B,1,
3853,17767,107B,1,
3855,18077,107B,1,
3856,18142,108A,1,
3857,18224,108A,1,
3858,18152,108A,1,
3859,18110,108A,1,
3860,18175,108A,1,
3861,18213,108A,1,
3862,18174,108A,1,
3863,18192,108A,1,
3864,18140,108A,1,
3865,18015,108A,2,
3866,18144,108A,2,
3867,18139,108A,2,
3868,18088,108A,2,
3869,18120,108A,2,
3870,18172,108A,2,
3871,18170,108A,2,
3872,18146,108A,2,
3873,18150,108A,2,
3874,18141,108A,2,
3875,18168,108A,2,
3876,18119,108A,2,
3877,18186,108A,2,
3878,18182,108A,2,
3879,18085,108A,2,
3880,18048,108A,2,
3881,17583,108A,1,
3882,17584,108A,1,
3883,18121,108A,1,
3885,17014,108A,2,
3886,16400,108A,2,
3887,18085,108B,2,
3888,18165,108B,2,
3889,18248,108B,2,
3890,18250,108B,2,
3891,18322,108B,2,
3892,18233,108B,2,
3893,18303,108B,2,
3894,18287,108B,2,
3895,18228,108B,2,
3896,18314,108B,2,
3897,18313,108B,2,
3898,18330,108B,2,
3899,17014,108B,2,
3900,18152,108B,2,
3901,18299,108B,2,
3902,18331,108B,1,
3903,18323,108B,1,
3904,18304,108B,1,
3906,18351,108B,1,
3907,18290,108B,1,
3908,16816,108B,1,
3909,16973,108B,1,
3910,18274,108B,1,
3911,18306,108B,1,
3912,18237,108B,1,
3913,18339,108B,2,
3914,18274,109A,1,
3915,18431,109A,1,
3916,18435,109A,1,
3917,18443,109A,1,
3918,17956,109A,1,
3919,18176,109A,1,
3920,18232,109A,1,
3921,18276,109A,1,
3922,18247,109A,1,
3923,18439,109A,1,
3925,18397,109A,1,
3926,18396,109A,1,
3927,18337,109A,1,
3928,18389,109A,1,
3929,18447,109A,1,
3930,18446,109A,1,
3931,18451,109A,1,
3932,18452,109A,1,
3933,18450,109A,1,
3934,18479,109A,1,
3935,18440,109A,1,
3936,18071,109A,2,
3937,18371,109A,2,
3938,18476,109A,2,
3940,18345,109A,2,
3941,18432,109A,2,
3942,18152,109A,2,
3943,18434,109A,2,
3944,18306,109A,1,
3945,18405,109A,1,
3946,18463,109A,1,
3947,18408,109A,1,
3948,18224,109A,2,
3949,18121,109A,1,
3950,18557,109B,1,
3951,18624,109B,1,
3952,18616,109B,1,
3953,18269,109B,1,
3954,18278,109B,1,
3955,18121,109B,1,
3956,18499,109B,1,
3957,18635,109B,1,
3958,18554,109B,1,
3959,18541,109B,1,
3960,18601,109B,1,
3961,18397,109B,1,
3962,18634,109B,1,
3963,18435,109B,1,
3964,18443,109B,1,
3965,18304,109B,2,
3966,18555,109B,2,
3967,18585,109B,2,
3968,18618,109B,2,
3969,18320,109B,2,
3970,18427,109B,2,
3971,18527,109B,2,
3972,18627,109B,2,
3973,18620,109B,2,
3975,18495,109B,2,
3976,18523,109B,2,
3978,18491,109B,2,
3979,18667,109B,1,
3980,18398,109B,1,
3981,18534,109B,1,
3982,18484,109B,1,
3983,18490,109B,1,
3984,18372,109B,1,
3985,18409,109B,1,
3986,18550,109B,1,
3987,18774,110A,1,
3988,18766,110A,1,
3989,18683,110A,1,
3990,18121,110A,1,
3991,18274,110A,2,
3992,18479,110A,2,
3993,18397,110A,2,
3994,18459,110A,2,
3995,18618,110A,2,
3997,18598,110A,2,
3998,18698,110A,2,
3999,18715,110A,2,
4001,18653,110A,2,
4002,18687,110A,2,
4003,18587,110A,2,
4004,18738,110A,2,
4005,18590,110A,1,
4006,18534,110A,1,
4007,18712,110A,2,
4008,18637,110A,1,
4009,18263,110B,1,
4010,18860,110B,1,
4011,18815,110B,1,
4012,18900,110B,1,
4013,18826,110B,1,
4014,18878,110B,1,
4015,18888,110B,1,
4016,18728,110B,1,
4018,17328,110B,1,
4019,18741,110B,1,
4020,18809,110B,1,
4021,18837,110B,1,
4022,18811,110B,1,
4023,18805,110B,1,
4024,18850,110B,1,
4025,18172,110B,2,
4026,18614,110B,2,
4027,18846,110B,2,
4028,18618,110B,2,
4029,18785,110B,2,
4030,18736,110B,2,
4031,18901,110B,2,
4032,18848,110B,2,
4033,18799,110B,2,
4034,18590,110B,1,
4035,18676,110B,2,
4036,18489,110B,1,
4037,18825,110B,1,
4038,18873,110B,1,
4039,18490,110B,2,
4040,18738,110B,2,
4041,18369,111A,1,
4042,18979,111A,1,
4043,18834,111A,1,
4044,18921,111A,1,
4045,18936,111A,1,
4046,18949,111A,1,
4047,18914,111A,1,
4048,18885,111A,1,
4049,18991,111A,1,
4050,17328,111A,1,
4051,18929,111A,2,
4052,18950,111A,2,
4053,18970,111A,2,
4054,18916,111A,2,
4055,18741,111A,2,
4056,18785,111A,2,
4057,18799,111A,2,
4058,18590,111A,2,
4059,18942,111A,1,
4060,18961,111A,2,
4061,18946,111A,1,
4062,6471,111A,2,
4063,18784,111B,1,
4064,19050,111B,1,
4065,19046,111B,1,
4066,18938,111B,1,
4068,14939,111B,1,
4069,19026,111B,2,
4070,19038,111B,2,
4071,18969,111B,2,
4072,19035,111B,2,
4073,19031,111B,2,
4074,19025,111B,2,
4075,18921,111B,2,
4076,18950,111B,2,
4077,18543,111B,1,
4079,19101,112A,1,
4080,18784,112A,1,
4081,14939,112A,1,
4082,19001,112A,1,
4083,19093,112A,2,
4084,19069,112A,2,
4085,19091,112A,2,
4086,19070,112A,2,
4087,19084,112A,2,
4088,19050,112A,2,
4089,18543,112A,2,
4090,17328,112A,1,
4091,19000,112A,1,
4092,18151,112B,1,
4094,19080,112B,1,
4095,19125,112B,1,
4096,19112,112B,1,
4097,19118,112B,1,
4098,19102,112B,1,
4099,19165,112B,1,
4100,19122,112B,2,
4101,19149,112B,2,
4102,13541,112B,2,
4103,16476,112B,1,
4104,19170,112B,1,
4105,17807,112B,1,
4106,18121,112B,1,
4107,19238,113A,1,
4108,19217,113A,1,
4109,19216,113A,1,
4110,17345,113A,1,
4111,19229,113A,1,
4112,19221,113A,1,
4113,19233,113A,1,
4114,19237,113A,1,
4115,19196,113A,2,
4117,19222,113A,2,
4118,19235,113A,2,
4119,19170,113A,2,
4120,19080,113A,2,
4121,18151,113A,2,
4122,19204,113A,1,
4123,19143,113A,1,
4124,19112,113A,1,
4125,19195,113B,1,
4126,19194,113B,1,
4127,19291,113B,1,
4128,19253,113B,1,
4129,19290,113B,1,
4130,19260,113B,1,
4131,19283,113B,1,
4132,19313,113B,1,
4135,19255,113B,1,
4137,17345,113B,1,
4138,19228,113B,2,
4139,19264,113B,2,
4140,19237,113B,2,
4141,19204,113B,2,
4142,19222,113B,2,
4143,19311,113B,2,
4144,19267,113B,2,
4145,19280,113B,2,
4146,19110,113B,2,
4147,19294,113B,2,
4148,19170,113B,2,
4149,18853,113B,1,
4150,19111,113B,1,
4151,18732,114A,1,
4152,18889,114A,1,
4153,18814,114A,1,
4154,19254,114A,1,
4155,19347,114A,1,
4156,17345,114A,1,
4157,19338,114A,1,
4158,19332,114A,1,
4159,19170,114A,2,
4160,19290,114A,2,
4161,19255,114A,2,
4162,19264,114A,2,
4163,19350,114A,2,
4164,19323,114A,2,
4165,19346,114A,1,
4167,19336,114A,1,
4168,18873,114A,2,
4169,18550,114A,2,
4170,19313,114A,1,
4171,18712,114A,2,
4172,18746,114A,1,
4174,19414,114B,1,
4175,19388,114B,1,
4176,19367,114B,1,
4177,19373,114B,1,
4178,11087,114B,1,
4179,19332,114B,1,
4180,17345,114B,1,
4181,19379,114B,2,
4182,19402,114B,2,
4183,986,114B,2,
4184,19347,114B,2,
4185,19395,114B,2,
4186,19362,114B,1,
4187,19444,115A,1,
4188,19432,115A,1,
4190,19475,115A,1,
4191,19498,115A,1,
4192,19362,115A,1,
4193,19470,115A,1,
4194,19414,115A,1,
4195,18192,115A,1,
4196,18140,115A,1,
4197,19449,115A,2,
4198,19332,115A,2,
4199,19388,115A,2,
4200,19473,115A,2,
4201,19526,115A,2,
4202,19478,115A,2,
4203,19505,115A,2,
4204,19440,115A,2,
4205,19480,115A,2,
4206,19533,115A,2,
4207,19532,115A,2,
4208,11087,115A,2,
4209,19477,115A,2,
4210,19508,115A,2,
4211,19385,115A,1,
4214,19564,115B,1,
4215,19459,115B,2,
4216,19557,115B,2,
4217,11087,115B,2,
4218,19449,115B,2,
4219,19332,115B,2,
4220,19444,115B,2,
4221,19470,115B,2,
4222,19414,115B,2,
4223,19289,115B,1,
4224,19460,115B,1,
4225,18475,115B,2,
4226,19507,115B,1,
4227,18140,115B,1,
4228,18192,115B,1,
4229,19534,116A,1,
4230,19362,116A,1,
4231,19592,116A,1,
4232,19602,116A,1,
4233,19604,116A,1,
4234,19596,116A,1,
4235,19589,116A,2,
4236,19616,116A,2,
4237,19635,116A,2,
4238,19588,116A,2,
4239,19564,116A,2,
4240,18192,116A,2,
4241,19332,116A,2,
4242,19547,116A,1,
4243,19632,116A,1,
4244,19621,116A,1,
4245,18274,116A,2,
4246,19720,116B,1,
4247,19646,116B,1,
4248,19741,116B,1,
4249,19739,116B,1,
4250,19723,116B,1,
4251,19613,116B,1,
4252,19709,116B,1,
4253,19666,116B,1,
4254,19680,116B,1,
4255,19703,116B,1,
4256,19660,116B,1,
4257,19692,116B,1,
4258,19662,116B,1,
4259,19630,116B,1,
4260,19543,116B,1,
4261,19691,116B,1,
4262,19656,116B,1,
4263,19647,116B,1,
4264,19727,116B,1,
4265,19534,116B,2,
4266,19667,116B,2,
4267,19648,116B,2,
4268,19625,116B,2,
4269,19673,116B,2,
4270,19717,116B,2,
4271,19682,116B,2,
4272,19734,116B,2,
4273,19726,116B,2,
4274,19686,116B,2,
4275,19740,116B,1,
4276,18192,116B,2,
4277,19784,117A,1,
4278,19788,117A,1,
4279,19798,117A,1,
4280,19660,117A,1,
4281,19771,117A,1,
4282,19680,117A,1,
4283,19754,117A,1,
4284,19739,117A,1,
4285,19787,117A,1,
4286,19703,117A,1,
4288,19543,117A,2,
4289,19778,117A,2,
4290,19686,117A,2,
4291,18192,117A,2,
4292,19889,117B,1,
4293,19691,117B,1,
4294,19362,117B,1,
4295,17794,117B,1,
4296,19833,117B,1,
4297,19813,117B,1,
4298,19771,117B,1,
4299,19798,117B,1,
4300,19783,117B,2,
4301,19784,117B,2,
4302,19803,117B,2,
4303,19748,117B,2,
4304,19685,117B,2,
4305,19840,117B,2,
4306,19875,117B,2,
4307,19854,117B,2,
4308,19745,117B,2,
4309,19846,117B,2,
4310,19805,117B,2,
4311,19898,118A,1,
4312,19942,118A,1,
4313,19921,118A,1,
4314,19953,118A,1,
4316,19906,118A,1,
4317,19997,118A,1,
4318,19729,118A,1,
4319,19948,118A,1,
4320,19691,118A,1,
4322,19944,118A,2,
4323,19893,118A,2,
4324,19980,118A,2,
4325,19945,118A,2,
4326,19966,118A,2,
4327,19978,118A,2,
4328,19946,118A,2,
4330,19875,118A,2,
4331,19748,118A,2,
4332,19962,118A,1,
4333,18350,118A,1,
4334,19685,118A,2,
4335,19283,118A,1,
4336,19619,118B,1,
4337,19910,118B,1,
4339,20075,118B,1,
4340,20076,118B,1,
4341,19691,118B,1,
4342,20045,118B,1,
4343,20015,118B,1,
4344,20058,118B,1,
4345,20055,118B,1,
4346,20103,118B,1,
4347,18712,118B,2,
4348,17851,118B,2,
4349,19925,118B,2,
4350,19748,118B,2,
4351,19997,118B,2,
4352,20100,118B,2,
4353,20060,118B,2,
4354,20062,118B,2,
4355,20109,118B,2,
4356,20051,118B,2,
4358,20035,118B,2,
4359,20049,118B,2,
4360,20040,118B,2,
4361,19948,118B,1,
4362,18350,118B,2,
4365,20132,119A,1,
4366,20207,119A,1,
4369,20077,119A,1,
4370,20125,119A,1,
4371,20189,119A,1,
4372,20180,119A,1,
4373,19691,119A,1,
4374,20103,119A,1,
4375,19982,119A,1,
4376,19977,119A,1,
4377,20158,119A,2,
4378,20212,119A,2,
4379,20185,119A,2,
4380,20119,119A,2,
4381,20120,119A,2,
4382,20141,119A,2,
4383,20153,119A,2,
4384,20156,119A,2,
4385,20196,119A,2,
4386,20084,119A,2,
4387,19910,119A,2,
4388,20045,119A,2,
4389,19997,119A,2,
4390,20131,119A,1,
4391,20276,119B,1,
4392,20304,119B,1,
4393,20321,119B,1,
4394,20217,119B,1,
4395,20103,119B,1,
4396,20241,119B,1,
4397,18401,119B,1,
4398,20242,119B,2,
4399,20267,119B,2,
4400,20246,119B,2,
4401,20119,119B,2,
4402,20283,119B,2,
4403,20077,119B,2,
4404,20281,119B,2,
4406,20231,119B,2,
4407,20180,119B,2,
4408,19982,119B,2,
4409,20279,119B,2,
4410,20162,119B,1,
4412,20029,119B,1,
4413,19566,119B,1,
4414,19691,119B,1,
4415,16925,120A,1,
4416,19691,120A,1,
4417,20363,120A,1,
4418,20498,120A,1,
4419,20444,120A,1,
4420,20501,120A,1,
4421,20401,120A,1,
4422,20332,120A,1,
4423,20467,120A,1,
4424,20411,120A,1,
4425,20468,120A,1,
4426,20236,120A,1,
4427,20407,120A,1,
4429,20246,120A,2,
4431,20077,120A,2,
4432,20463,120A,2,
4433,20510,120A,2,
4434,20365,120A,2,
4435,20231,120A,2,
4436,20522,120A,2,
4437,20339,120A,2,
4438,20373,120A,2,
4439,20536,120A,2,
4440,20447,120A,2,
4441,20505,120A,2,
4442,20466,120A,2,
4443,20415,120A,2,
4444,20370,120A,2,
4445,20487,120A,2,
4446,20533,120A,1,
4447,20136,120A,1,
4448,20647,120B,1,
4451,20594,120B,1,
4456,20518,120B,1,
4457,20498,120B,1,
4458,20483,120B,1,
4459,20554,120B,1,
4460,20491,120B,1,
4461,20538,120B,1,
4462,20407,120B,1,
4463,20392,120B,2,
4464,19691,120B,2,
4465,20463,120B,2,
4466,20401,120B,2,
4467,20487,120B,2,
4468,20545,120B,2,
4469,20507,120B,2,
4470,20569,120B,2,
4471,20541,120B,2,
4472,20489,120B,2,
4473,20566,120B,2,
4474,20555,120B,2,
4475,20614,120B,2,
4476,20668,120B,2,
4477,20661,120B,2,
4478,20674,120B,2,
4479,20540,120B,2,
4480,20615,120B,2,
4481,20562,120B,2,
4482,20568,120B,2,
4483,20585,120B,2,
4484,20567,120B,2,
4485,20685,120B,2,
4486,20480,120B,2,
4487,20524,120B,2,
4488,20548,120B,2,
4489,20332,120B,2,
4490,20636,120B,1,
4491,20767,120B,2,
4492,20748,121A,1,
4493,20775,121A,1,
4494,20692,121A,1,
4495,20763,121A,1,
4496,20162,121A,1,
4497,20407,121A,1,
4498,20746,121A,1,
4499,20780,121A,1,
4500,20648,121A,1,
4501,20707,121A,1,
4502,20689,121A,1,
4503,20618,121A,1,
4505,20507,121A,2,
4506,19691,121A,2,
4507,20623,121A,2,
4508,20538,121A,2,
4509,20816,121A,2,
4510,20518,121A,2,
4511,20758,121A,2,
4512,20752,121A,2,
4513,20736,121A,2,
4514,20801,121A,2,
4515,20625,121A,2,
4516,20638,121A,2,
4517,20691,121A,2,
4518,19504,121A,1,
4519,20599,121A,1,
4520,20730,121A,1,
4521,20627,121A,1,
4522,20695,121A,2,
4524,20895,121B,1,
4526,20651,121B,1,
4527,20905,121B,1,
4528,20857,121B,1,
4529,9560,121B,1,
4530,20829,121B,1,
4531,20841,121B,1,
4532,20906,121B,1,
4533,20618,121B,1,
4534,20869,121B,1,
4535,20904,121B,1,
4536,20911,121B,2,
4537,20921,121B,2,
4538,20763,121B,2,
4539,20883,121B,2,
4540,20816,121B,2,
4541,20813,121B,2,
4543,20689,121B,2,
4544,20730,121B,2,
4545,20487,121B,2,
4547,20462,121B,2,
4548,20011,121B,1,
4549,20917,122A,1,
4550,20977,122A,1,
4551,20892,122A,1,
4552,20982,122A,1,
4553,20936,122A,1,
4555,19889,122A,2,
4556,20947,122A,2,
4557,20941,122A,2,
4558,20932,122A,2,
4559,20943,122A,2,
4560,20730,122A,2,
4561,20689,122A,2,
4562,20618,122A,2,
4563,20462,122A,2,
4564,20911,122A,2,
4565,20748,122A,1,
4566,20910,122A,1,
4567,20259,122A,2,
4568,20888,122A,2,
4569,21053,122B,1,
4570,20999,122B,1,
4571,21023,122B,1,
4572,21041,122B,1,
4573,20998,122B,1,
4575,21000,122B,1,
4576,21059,122B,1,
4577,20748,122B,1,
4578,20910,122B,1,
4579,20691,122B,2,
4580,21014,122B,2,
4581,20936,122B,2,
4582,21028,122B,2,
4583,21054,122B,2,
4584,21017,122B,2,
4585,21032,122B,2,
4586,20618,122B,2,
4587,20947,122B,2,
4588,20883,122B,2,
4589,20949,122B,2,
4593,20993,123A,1,
4594,21115,123A,1,
4597,21088,123A,1,
4598,21093,123A,1,
4599,21063,123A,1,
4600,20748,123A,1,
4601,21074,123A,1,
4602,21103,123A,1,
4603,21142,123A,2,
4604,21080,123A,2,
4605,21120,123A,2,
4606,21110,123A,2,
4607,21144,123A,2,
4608,20718,123A,2,
4609,21132,123A,2,
4610,21053,123A,2,
4611,20691,123A,2,
4612,21017,123A,2,
4613,21032,123A,2,
4614,20947,123A,2,
4615,20936,123A,2,
4616,21123,123A,1,
4617,21012,123A,1,
4618,21005,123A,1,
4619,20118,123A,2,
4652,19399,123B,1,
4653,20967,123B,1,
4654,20993,123B,1,
4655,21212,123B,1,
4656,21165,123B,1,
4657,21244,123B,1,
4658,21254,123B,1,
4659,21200,123B,1,
4660,15709,123B,1,
4661,21199,123B,1,
4662,21194,123B,1,
4663,20748,123B,2,
4664,21032,123B,2,
4665,21005,123B,2,
4666,21017,123B,2,
4667,21063,123B,2,
4668,21132,123B,2,
4669,21255,123B,2,
4670,21237,123B,2,
4671,21215,123B,2,
4672,21221,123B,2,
4673,21198,123B,2,
4674,21172,123B,2,
4675,21235,123B,2,
4676,21223,123B,2,
4677,21226,123B,2,
4678,21245,123B,2,
4679,21242,123B,2,
4680,21189,123B,2,
4681,21253,123B,2,
4682,21234,123B,2,
4684,21229,124A,1,
4685,15709,124A,1,
4686,21304,124A,1,
4687,21289,124A,1,
4688,21298,124A,1,
4689,20993,124A,2,
4690,21237,124A,2,
4691,21255,124A,2,
4692,21257,124A,2,
4693,21264,124A,2,
4694,21063,124A,2,
4695,21271,124A,2,
4696,21291,124A,2,
4697,20235,124A,1,
4698,21272,124A,1,
4699,21356,124B,1,
4700,21366,124B,1,
4701,21339,124B,1,
4702,20723,124B,1,
4703,20792,124B,1,
4704,20481,124B,1,
4705,20677,124B,1,
4706,20597,124B,1,
4707,20720,124B,1,
4708,21229,124B,1,
4709,21355,124B,1,
4711,21291,124B,2,
4712,21272,124B,2,
4713,21342,124B,2,
4714,21335,124B,2,
4715,20745,124B,1,
4716,20515,124B,1,
4717,20461,124B,1,
4718,20561,124B,1,
4719,21333,124B,1,
4720,21345,124B,2,
4721,20691,124B,2,
4722,20796,124B,1,
4723,20639,124B,1,
4724,15709,124B,1,
4725,20379,124B,1,
4726,21397,125A,1,
4727,21382,125A,1,
4729,21409,125A,1,
4730,21381,125A,2,
4731,21386,125A,2,
4732,21407,125A,2,
4733,21394,125A,2,
4734,20720,125A,2,
4735,20792,125A,2,
4736,20481,125A,2,
4737,21411,125A,2,
4738,21333,125A,2,
4739,21225,125A,1,
4740,15709,125A,1,
4741,21063,125A,2,
4742,21211,125A,1,
4743,21229,125A,1,
4744,19736,125A,2,
4745,21312,125B,1,
4746,21498,125B,1,
4747,21495,125B,1,
4748,21508,125B,1,
4749,21442,125B,1,
4750,21503,125B,1,
4751,21321,125B,2,
4752,21225,125B,2,
4753,21438,125B,2,
4754,21471,125B,2,
4755,21436,125B,2,
4756,21456,125B,2,
4757,21472,125B,2,
4758,21063,125B,2,
4759,21441,125B,2,
4760,21477,125B,2,
4761,21132,125B,2,
4762,21483,125B,2,
4763,21372,125B,1,
4764,15709,125B,1,
4765,21588,126A,1,
4766,21557,126A,1,
4767,21584,126A,1,
4768,21516,126A,2,
4769,21492,126A,2,
4770,21466,126A,2,
4771,21538,126A,2,
4772,21372,126A,2,
4773,21495,126A,2,
4774,21312,126A,2,
4775,21471,126A,2,
4776,21503,126A,2,
4777,21321,126A,2,
4778,21566,126A,1,
4779,21539,126A,2,
4780,20878,126A,1,
4781,21570,126A,2,
4782,21569,126A,1,
4783,21442,126A,2,
4784,15709,126A,1,
4785,21699,126B,1,
4786,21684,126B,1,
4787,21614,126B,1,
4788,21703,126B,1,
4789,21597,126B,1,
4790,21610,126B,1,
4791,21695,126B,1,
4792,21679,126B,1,
4793,21636,126B,2,
4794,21625,126B,2,
4795,21536,126B,2,
4796,21644,126B,2,
4797,21495,126B,2,
4798,21561,126B,2,
4799,21626,126B,2,
4800,21627,126B,2,
4801,21599,126B,2,
4802,21588,126B,2,
4804,21629,126B,2,
4805,21516,126B,2,
4806,21503,126B,2,
4807,21372,126B,2,
4808,21715,127A,1,
4809,21816,127A,1,
4810,21762,127A,1,
4811,21727,127A,1,
4812,19460,127A,1,
4813,21679,127A,1,
4814,21640,127A,1,
4815,21678,127A,2,
4816,21699,127A,2,
4817,21614,127A,2,
4818,21561,127A,2,
4819,21627,127A,2,
4820,21629,127A,2,
4821,21712,127A,2,
4822,21742,127A,2,
4823,21804,127A,2,
4824,21734,127A,2,
4825,21813,127A,2,
4826,21806,127A,2,
4827,21776,127A,1,
4828,21593,127A,1,
4829,21730,127A,2,
4830,21753,127A,2,
4831,21566,127A,1,
4832,17437,127A,1,
4833,21745,127A,2,
4834,21929,127B,1,
4835,21743,127B,1,
4836,21829,127B,1,
4837,21363,127B,1,
4838,19642,127B,1,
4839,21692,127B,1,
4840,21593,127B,1,
4841,21832,127B,1,
4842,21958,127B,1,
4843,21959,127B,1,
4844,21946,127B,1,
4845,21878,127B,1,
4846,21836,127B,1,
4847,20243,127B,2,
4848,21972,127B,2,
4849,21908,127B,2,
4850,21979,127B,2,
4851,21837,127B,2,
4852,21864,127B,2,
4853,21950,127B,2,
4854,21980,127B,2,
4855,21921,127B,2,
4856,21640,127B,2,
4857,21776,127B,2,
4858,21804,127B,2,
4859,21678,127B,2,
4860,21699,127B,2,
4861,21856,127B,2,
4862,21927,127B,2,
4863,21885,127B,1,
4864,21919,127B,1,
4866,21743,128A,1,
4867,22116,128A,1,
4868,21929,128A,1,
4869,22046,128A,1,
4870,21699,128A,2,
4871,21640,128A,2,
4872,21836,128A,2,
4873,21946,128A,2,
4874,21837,128A,2,
4875,21864,128A,2,
4876,21950,128A,2,
4877,21989,128A,2,
4878,21896,128A,2,
4879,22094,128A,2,
4881,22035,128A,2,
4882,22086,128A,2,
4883,22007,128A,2,
4884,22085,128A,2,
4885,22003,128A,2,
4886,21566,128A,2,
4887,21918,128A,2,
4888,21949,128A,2,
4889,21593,128A,2,
4890,22201,128A,2,
4891,22192,128A,2,
4892,22176,128B,1,
4893,22212,128B,1,
4894,22205,128B,1,
4895,22128,128B,1,
4897,22149,128B,1,
4898,22124,128B,2,
4900,22131,128B,2,
4901,22163,128B,2,
4902,22186,128B,2,
4904,21885,128B,1,
4905,21919,128B,1,
4906,22047,128B,2,
4907,21984,128B,2,
4908,21979,128B,2,
4909,22173,128B,2,
4910,22188,128B,2,
4911,22181,128B,2,
4912,22138,128B,2,
4913,22090,128B,1,
4914,22164,128B,2,
4915,21640,128B,2,
4916,22123,128B,2,
4917,22178,128B,1,
4918,22143,128B,2,
4919,21918,128B,2,
4920,22244,129A,1,
4921,22265,129A,1,
4922,22254,129A,2,
4923,22232,129A,2,
4924,21885,129A,2,
4925,22188,129A,2,
4926,22124,129A,2,
4927,22128,129A,2,
4928,22247,129A,2,
4929,22242,129A,2,
4930,22211,129A,1,
4931,22069,129A,1,
4932,22163,129A,2,
4933,22340,129A,2,
4934,22335,129B,1,
4935,22348,129B,1,
4936,21919,129B,1,
4937,21743,129B,1,
4938,22206,129B,1,
4939,22344,129B,1,
4940,22352,129B,1,
4941,22316,129B,1,
4942,22353,129B,1,
4943,22244,129B,2,
4944,22324,129B,2,
4945,22296,129B,2,
4946,22163,129B,2,
4947,22323,129B,2,
4949,22279,129B,2,
4950,22311,129B,2,
4951,18401,129B,1,
4952,22171,129B,2,
4953,22298,129B,1,
4954,22438,129B,2,
4955,22426,130A,1,
4956,22356,130A,1,
4957,22385,130A,2,
4958,22444,130A,2,
4959,22355,130A,2,
4960,22348,130A,2,
4961,22392,130A,2,
4962,22397,130A,2,
4963,22452,130A,2,
4964,22118,130A,2,
4965,22265,130A,2,
4966,22363,130A,2,
4967,22409,130A,2,
4968,22400,130A,2,
4969,22417,130A,2,
4970,22386,130A,2,
4971,22427,130A,2,
4972,22404,130A,2,
4973,22206,130A,2,
4974,22451,130A,2,
4975,22346,130A,2,
4976,22321,130A,1,
4977,20930,130A,1,
4978,22223,130A,1,
4979,22298,130A,2,
4980,22324,130A,2,
4981,22090,130A,1,
4982,18401,130A,2,
4983,22411,130A,2,
4984,22442,130A,2,
4985,22383,130A,2,
4986,22171,130A,2,
4987,21127,130B,1,
4988,22657,130B,1,
4989,22503,130B,1,
4990,22495,130B,1,
4991,21907,130B,2,
4992,22310,130B,2,
4993,22406,130B,2,
4994,22446,130B,2,
4995,22480,130B,2,
4996,22507,130B,2,
4997,22510,130B,2,
4998,22659,130B,2,
4999,22605,130B,2,
5000,22554,130B,2,
5001,22549,130B,2,
5002,22546,130B,2,
5003,22579,130B,2,
5004,22617,130B,2,
5005,22531,130B,2,
5006,22223,130B,2,
5007,22417,130B,2,
5008,22596,130B,2,
5009,22592,130B,2,
5010,22461,130B,2,
5011,22479,130B,2,
5012,22486,130B,2,
5013,22508,130B,2,
5014,22518,130B,2,
5015,22609,130B,2,
5016,22409,130B,2,
5017,22587,130B,2,
5018,22254,130B,2,
5020,22621,131A,1,
5021,22620,131A,1,
5024,22707,131A,1,
5025,22520,131A,1,
5026,22648,131A,1,
5027,22589,131A,1,
5028,22739,131A,1,
5030,22681,131A,2,
5031,22721,131A,2,
5032,22637,131A,2,
5033,22719,131A,2,
5034,22728,131A,2,
5035,22750,131A,2,
5036,22723,131A,2,
5037,22635,131A,2,
5038,22753,131A,2,
5039,22476,131A,2,
5040,22562,131A,2,
5041,22636,131A,2,
5042,22591,131A,2,
5043,22752,131A,2,
5044,22588,131A,2,
5045,22698,131A,2,
5046,22669,131A,2,
5047,22694,131A,2,
5048,22755,131A,2,
5049,22741,131A,2,
5050,22684,131A,2,
5051,22479,131A,2,
5052,22495,131A,2,
5053,22665,131A,1,
